customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,PhoneService,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
CUST00881,Male,0,No,Yes,65,Two year,DSL,Yes,Electronic check,Yes,63.38,4081.02,No
CUST00882,Female,0,No,Yes,51,One year,Fiber optic,Yes,Electronic check,Yes,82.65,4152.7,No
CUST00883,Male,0,Yes,No,30,Month-to-month,Fiber optic,Yes,Electronic check,Yes,70.68,2049.74,No
CUST00884,Female,0,No,No,59,Month-to-month,Fiber optic,Yes,Bank transfer,No,72.54,4335.26,No
CUST00885,Female,0,Yes,No,67,Month-to-month,DSL,No,Credit card,No,55.61,3724.27,No
CUST00886,Male,0,No,Yes,29,Month-to-month,DSL,Yes,Bank transfer,Yes,63.33,1806.12,No
CUST00887,Male,1,Yes,Yes,12,Month-to-month,DSL,No,Electronic check,Yes,77.77,998.5,No
CUST00888,Female,0,Yes,No,14,Two year,DSL,Yes,Electronic check,Yes,72.39,1165.12,No
CUST00889,Female,0,No,Yes,19,Two year,DSL,Yes,Electronic check,Yes,68.59,1337.75,No
CUST00890,Male,0,Yes,No,33,Month-to-month,Fiber optic,Yes,Electronic check,No,89.6,2900.59,No
CUST00891,Male,0,No,No,19,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,50.7,935.12,No
CUST00892,Male,0,Yes,No,49,Two year,DSL,Yes,Bank transfer,Yes,37.95,1936.66,No
CUST00893,Male,0,Yes,No,26,Month-to-month,Fiber optic,Yes,Electronic check,Yes,69.22,1762.32,Yes
CUST00894,Male,0,Yes,Yes,29,Two year,Fiber optic,No,Mailed check,Yes,85.04,2480.41,No
CUST00895,Female,0,No,No,55,Two year,Fiber optic,Yes,Bank transfer,Yes,93.89,5161.5,No
CUST00896,Female,0,Yes,No,64,One year,DSL,Yes,Electronic check,No,67.97,4473.56,No
CUST00897,Female,0,No,No,54,Month-to-month,DSL,Yes,Credit card,Yes,78.55,4183.09,No
CUST00898,Female,0,Yes,Yes,23,Month-to-month,Fiber optic,Yes,Mailed check,Yes,78.62,1694.57,Yes
CUST00899,Male,1,Yes,No,24,Month-to-month,Fiber optic,Yes,Mailed check,Yes,75.72,1773.7,Yes
CUST00900,Male,0,Yes,No,52,Month-to-month,DSL,Yes,Electronic check,Yes,70.45,3629.76,No
CUST00901,Male,1,No,Yes,10,One year,DSL,Yes,Mailed check,No,70.84,675.23,No
CUST00902,Female,0,No,No,59,Month-to-month,No,Yes,Electronic check,Yes,29.99,1720.65,Yes
CUST00903,Female,1,Yes,Yes,46,Month-to-month,Fiber optic,Yes,Credit card,Yes,44.67,2071.51,No
CUST00904,Male,0,No,No,24,Two year,No,Yes,Mailed check,Yes,19.62,382.37,No
CUST00905,Male,0,No,No,24,Month-to-month,No,Yes,Credit card,No,22.0,672.88,No
CUST00906,Female,0,Yes,No,16,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,81.48,1282.96,No
CUST00907,Female,0,No,No,11,Two year,Fiber optic,Yes,Electronic check,Yes,68.97,732.72,No
CUST00908,Male,0,Yes,No,51,Month-to-month,DSL,Yes,Credit card,Yes,69.68,3570.81,No
CUST00909,Male,0,No,No,10,Month-to-month,DSL,Yes,Electronic check,No,76.19,746.82,Yes
CUST00910,Female,0,No,No,9,Month-to-month,No,Yes,Mailed check,No,18.0,135.93,Yes
CUST00911,Male,0,Yes,Yes,59,One year,Fiber optic,Yes,Credit card,Yes,87.54,5261.2,No
CUST00912,Male,0,Yes,No,53,Month-to-month,DSL,No,Credit card,Yes,64.4,3441.54,No
CUST00913,Male,0,No,No,62,Month-to-month,No,No,Mailed check,Yes,18.12,1128.31,No
CUST00914,Female,0,No,No,19,Month-to-month,DSL,Yes,Electronic check,No,74.57,1348.8,Yes
CUST00915,Female,0,No,No,4,Month-to-month,Fiber optic,Yes,Mailed check,Yes,77.51,301.51,No
CUST00916,Female,0,Yes,No,40,Month-to-month,DSL,Yes,Mailed check,No,48.79,1830.01,No
CUST00917,Female,1,Yes,No,62,One year,Fiber optic,Yes,Credit card,No,85.91,5373.57,Yes
CUST00918,Female,0,Yes,No,55,One year,Fiber optic,Yes,Credit card,Yes,102.33,5716.75,No
CUST00919,Female,0,Yes,No,31,One year,Fiber optic,Yes,Credit card,Yes,74.48,2370.65,No
CUST00920,Female,1,No,No,26,Month-to-month,No,Yes,Credit card,Yes,19.74,474.74,Yes
CUST00921,Male,0,No,No,67,Month-to-month,Fiber optic,Yes,Mailed check,No,108.04,7099.0,No
CUST00922,Male,0,No,Yes,47,Two year,DSL,Yes,Bank transfer,Yes,67.08,3132.29,No
CUST00923,Male,0,Yes,Yes,6,One year,No,Yes,Mailed check,Yes,27.57,256.02,No
CUST00924,Male,0,No,No,45,Two year,Fiber optic,Yes,Electronic check,Yes,71.25,3234.89,Yes
CUST00925,Male,0,No,Yes,17,Month-to-month,Fiber optic,Yes,Mailed check,Yes,95.31,1621.08,Yes
CUST00926,Male,0,No,No,37,Month-to-month,DSL,Yes,Bank transfer,No,83.2,3124.21,No
CUST00927,Male,0,No,No,64,One year,DSL,Yes,Electronic check,No,47.15,2990.5,No
CUST00928,Female,0,No,Yes,16,Two year,Fiber optic,Yes,Bank transfer,Yes,40.44,642.03,No
CUST00929,Female,0,No,No,37,Two year,Fiber optic,No,Electronic check,No,95.67,3595.03,Yes
CUST00930,Male,0,Yes,No,62,Two year,DSL,Yes,Mailed check,No,52.75,3219.3,No
CUST00931,Male,0,Yes,No,41,Two year,DSL,Yes,Bank transfer,No,53.81,2168.72,No
CUST00932,Female,0,No,Yes,7,One year,DSL,No,Electronic check,No,52.57,460.23,No
CUST00933,Male,0,No,No,29,Month-to-month,DSL,Yes,Credit card,No,66.12,1862.4,No
CUST00934,Male,0,Yes,No,63,One year,DSL,Yes,Electronic check,No,71.72,4391.9,No
CUST00935,Female,1,Yes,Yes,8,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,69.11,449.59,No
CUST00936,Male,1,No,No,56,Month-to-month,No,Yes,Electronic check,Yes,38.11,2158.71,Yes
CUST00937,Female,0,No,No,58,One year,Fiber optic,Yes,Bank transfer,Yes,73.42,4347.84,No
CUST00938,Male,0,Yes,Yes,66,One year,Fiber optic,Yes,Mailed check,Yes,67.21,4610.59,No
CUST00939,Female,0,No,No,4,One year,DSL,Yes,Electronic check,No,69.26,223.28,No
CUST00940,Female,0,No,No,3,Month-to-month,DSL,Yes,Bank transfer,No,65.85,51.68,No
CUST00941,Female,0,Yes,Yes,7,Month-to-month,Fiber optic,Yes,Bank transfer,No,68.45,637.29,No
CUST00942,Male,0,Yes,Yes,41,Two year,Fiber optic,Yes,Mailed check,No,84.78,3549.99,No
CUST00943,Female,0,No,Yes,34,One year,No,Yes,Bank transfer,Yes,26.92,895.98,No
CUST00944,Male,0,No,Yes,12,Month-to-month,DSL,Yes,Credit card,No,61.76,709.69,No
CUST00945,Male,1,No,No,4,One year,Fiber optic,Yes,Bank transfer,No,86.31,316.26,Yes
CUST00946,Male,0,No,Yes,39,Two year,Fiber optic,Yes,Credit card,No,72.8,2816.7,No
CUST00947,Male,0,Yes,No,18,Month-to-month,No,Yes,Mailed check,No,18.67,353.9,Yes
CUST00948,Female,0,No,No,3,Month-to-month,Fiber optic,Yes,Electronic check,No,94.01,313.84,No
CUST00949,Female,0,Yes,No,58,Month-to-month,No,Yes,Electronic check,No,25.43,1551.31,No
CUST00950,Male,0,Yes,Yes,17,Month-to-month,Fiber optic,Yes,Electronic check,No,104.52,1744.44,No
CUST00951,Male,0,Yes,No,23,Month-to-month,Fiber optic,Yes,Electronic check,Yes,78.67,1909.31,No
CUST00952,Female,0,Yes,Yes,30,Month-to-month,No,Yes,Mailed check,No,41.87,1217.0,No
CUST00953,Male,0,No,No,57,Month-to-month,Fiber optic,Yes,Electronic check,Yes,54.2,3121.45,No
CUST00954,Female,0,No,No,27,Month-to-month,No,Yes,Mailed check,Yes,24.86,517.61,No
CUST00955,Male,0,No,No,8,Month-to-month,DSL,Yes,Mailed check,Yes,55.36,390.94,No
CUST00956,Male,0,Yes,No,44,Two year,DSL,Yes,Mailed check,Yes,56.63,2515.68,No
CUST00957,Female,1,No,No,48,One year,Fiber optic,No,Mailed check,No,100.79,4748.4,No
CUST00958,Male,0,No,No,1,Month-to-month,Fiber optic,Yes,Mailed check,No,68.63,0.03,No
CUST00959,Female,0,No,No,5,Month-to-month,Fiber optic,Yes,Mailed check,No,73.64,429.95,No
CUST00960,Male,0,No,No,28,Month-to-month,DSL,Yes,Credit card,No,60.24,1575.13,No
CUST00961,Male,0,Yes,No,25,One year,Fiber optic,Yes,Mailed check,No,68.84,1739.6,No
CUST00962,Male,0,Yes,No,27,One year,DSL,Yes,Bank transfer,No,48.61,1414.25,No
CUST00963,Female,0,Yes,No,6,Two year,No,Yes,Mailed check,No,25.43,234.95,No
CUST00964,Male,0,No,No,33,One year,DSL,Yes,Electronic check,Yes,69.15,2450.56,No
CUST00965,Male,0,No,No,55,Two year,DSL,Yes,Credit card,No,61.04,3359.74,No
CUST00966,Male,0,Yes,No,9,Month-to-month,DSL,No,Bank transfer,No,67.035,650.33,No
CUST00967,Male,0,Yes,Yes,56,Two year,No,Yes,Bank transfer,Yes,18.0,1028.65,No
CUST00968,Female,0,Yes,Yes,46,One year,Fiber optic,Yes,Electronic check,No,92.56,4287.77,No
CUST00969,Female,0,No,No,26,Month-to-month,Fiber optic,Yes,Electronic check,Yes,89.45,2356.9,Yes
CUST00970,Male,0,Yes,No,38,Month-to-month,Fiber optic,Yes,Electronic check,Yes,68.45,2500.67,No
CUST00971,Female,0,Yes,No,21,Month-to-month,No,Yes,Mailed check,Yes,24.62,536.72,No
CUST00972,Male,0,Yes,No,18,Month-to-month,DSL,Yes,Credit card,No,62.87,1273.07,Yes
CUST00973,Male,0,No,No,8,Two year,DSL,Yes,Credit card,No,68.7,600.9,No
CUST00974,Male,0,No,No,18,Two year,Fiber optic,Yes,Bank transfer,Yes,62.95,1088.47,No
CUST00975,Female,0,No,Yes,1,Month-to-month,Fiber optic,Yes,Mailed check,Yes,48.69,113.96,No
CUST00976,Female,0,Yes,No,60,Month-to-month,DSL,Yes,Electronic check,No,40.02,2256.73,No
CUST00977,Female,0,Yes,Yes,58,Two year,Fiber optic,No,Mailed check,No,71.63,4196.66,No
CUST00978,Female,1,Yes,No,69,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,84.14,5629.76,No
CUST00979,Female,0,Yes,Yes,70,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,57.74,3947.46,No
CUST00980,Female,0,Yes,No,69,Month-to-month,No,Yes,Mailed check,No,23.85,1590.33,No
CUST00981,Female,0,Yes,No,32,Two year,Fiber optic,No,Mailed check,Yes,85.44,2657.54,Yes
CUST00982,Female,0,No,Yes,64,Two year,Fiber optic,Yes,Bank transfer,Yes,74.31,4817.08,No
CUST00983,Female,0,Yes,No,24,Month-to-month,DSL,Yes,Credit card,No,57.11,1322.87,No
CUST00984,Male,1,Yes,No,69,Month-to-month,No,Yes,Bank transfer,No,34.16,2246.34,No
CUST00985,Female,0,No,Yes,27,Month-to-month,DSL,Yes,Credit card,No,65.43,1726.98,No
CUST00986,Female,0,No,No,17,Month-to-month,No,Yes,Bank transfer,No,23.64,378.57,No
CUST00987,Female,0,No,No,62,One year,Fiber optic,Yes,Mailed check,Yes,50.33,3135.47,No
CUST00988,Female,0,No,No,48,Month-to-month,DSL,Yes,Bank transfer,Yes,57.21,2700.44,No
CUST00989,Female,0,Yes,Yes,65,Month-to-month,DSL,Yes,Mailed check,No,61.93,4101.51,No
CUST00990,Female,0,No,Yes,39,One year,No,Yes,Mailed check,No,29.18,1163.7,No
CUST00991,Female,0,No,No,65,Month-to-month,No,Yes,Credit card,No,31.3,2010.05,No
CUST00992,Female,0,Yes,Yes,3,Two year,No,Yes,Electronic check,No,19.27,133.16,No
CUST00993,Female,0,Yes,Yes,33,Month-to-month,Fiber optic,Yes,Electronic check,No,98.03,3421.58,No
CUST00994,Female,0,No,No,4,Month-to-month,DSL,Yes,Bank transfer,No,76.94,308.22,No
CUST00995,Female,0,Yes,No,21,Two year,Fiber optic,Yes,Electronic check,Yes,74.42,1410.17,No
CUST00996,Male,0,Yes,No,19,Month-to-month,DSL,Yes,Electronic check,Yes,71.35,1345.8,Yes
CUST00997,Male,0,Yes,No,46,Month-to-month,Fiber optic,Yes,Credit card,No,74.62,3553.21,No
CUST00998,Female,0,Yes,No,33,Month-to-month,Fiber optic,Yes,Electronic check,No,94.2,3077.01,Yes
CUST00999,Female,0,Yes,No,43,Month-to-month,Fiber optic,Yes,Electronic check,Yes,97.61,4206.2,No
CUST01000,Male,0,Yes,Yes,5,Two year,DSL,Yes,Electronic check,Yes,57.49,173.96,Yes
CUST01001,Female,0,Yes,No,55,Month-to-month,No,Yes,Mailed check,Yes,21.44,1218.39,No
CUST01002,Male,0,Yes,No,28,Month-to-month,No,Yes,Mailed check,Yes,21.95,543.62,Yes
CUST01003,Male,0,No,No,52,Two year,Fiber optic,Yes,Bank transfer,No,82.97,4404.02,No
CUST01004,Male,0,Yes,No,0,Month-to-month,No,No,Electronic check,Yes,24.5,0.0,No
CUST01005,Male,0,No,No,58,Two year,Fiber optic,No,Bank transfer,Yes,110.03,6248.88,No
CUST01006,Male,0,No,Yes,47,Month-to-month,DSL,Yes,Mailed check,Yes,62.61,2968.62,No
CUST01007,Female,0,No,Yes,6,Month-to-month,No,Yes,Electronic check,Yes,26.99,122.82,Yes
CUST01008,Male,0,No,No,31,Month-to-month,DSL,Yes,Bank transfer,No,72.07,2120.46,No
CUST01009,Female,0,Yes,No,60,Month-to-month,DSL,Yes,Mailed check,No,69.87,4258.59,No
CUST01010,Female,0,Yes,Yes,56,Month-to-month,DSL,No,Bank transfer,Yes,65.66,3656.2,No
CUST01011,Male,0,No,No,50,Month-to-month,Fiber optic,Yes,Credit card,No,88.68,4520.43,No
CUST01012,Male,0,Yes,No,18,One year,Fiber optic,Yes,Mailed check,Yes,58.75,1015.22,No
CUST01013,Female,0,No,No,26,Month-to-month,DSL,Yes,Credit card,No,56.23,1435.43,No
CUST01014,Male,0,No,No,62,Month-to-month,No,No,Electronic check,Yes,23.74,1512.1,No
CUST01015,Male,0,Yes,Yes,59,Month-to-month,No,Yes,Electronic check,Yes,25.63,1559.74,No
CUST01016,Female,0,No,No,60,Month-to-month,DSL,Yes,Bank transfer,Yes,70.32,4137.26,No
CUST01017,Female,0,No,No,60,Month-to-month,Fiber optic,Yes,Electronic check,Yes,83.37,4995.94,No
CUST01018,Male,0,Yes,Yes,44,Month-to-month,No,Yes,Mailed check,Yes,22.85,1223.65,No
CUST01019,Female,0,Yes,No,20,Two year,Fiber optic,No,Electronic check,Yes,83.89,1817.61,No
CUST01020,Male,0,No,No,43,Month-to-month,DSL,Yes,Bank transfer,Yes,60.16,2622.24,No
CUST01021,Male,0,No,Yes,0,Month-to-month,DSL,Yes,Credit card,No,57.03,180.34,Yes
CUST01022,Male,0,Yes,No,43,Month-to-month,No,Yes,Electronic check,Yes,35.18,1534.06,Yes
CUST01023,Female,0,Yes,Yes,61,Month-to-month,Fiber optic,Yes,Mailed check,Yes,70.68,4250.06,No
CUST01024,Female,0,No,No,60,Two year,Fiber optic,No,Bank transfer,Yes,90.92,5561.64,No
CUST01025,Female,0,No,No,49,Month-to-month,Fiber optic,Yes,Mailed check,No,80.33,3816.4,No
CUST01026,Female,0,No,No,40,Month-to-month,DSL,Yes,Electronic check,Yes,60.06,2331.53,No
CUST01027,Female,1,No,No,32,Month-to-month,DSL,Yes,Bank transfer,Yes,85.28,2739.25,No
CUST01028,Male,0,Yes,No,11,Two year,DSL,Yes,Electronic check,Yes,75.83,948.21,No
CUST01029,Male,0,Yes,No,1,Month-to-month,DSL,Yes,Mailed check,No,57.76,157.82,No
CUST01030,Male,0,No,No,20,One year,DSL,Yes,Credit card,Yes,87.09,1635.23,No
CUST01031,Male,0,No,No,13,Month-to-month,DSL,Yes,Mailed check,No,42.21,468.42,No
CUST01032,Female,0,Yes,No,33,Month-to-month,Fiber optic,Yes,Credit card,Yes,74.74,2372.84,No
CUST01033,Male,0,Yes,No,63,One year,DSL,Yes,Credit card,Yes,63.58,4004.82,No
CUST01034,Female,0,No,Yes,22,Month-to-month,Fiber optic,No,Electronic check,Yes,103.01,2282.87,Yes
CUST01035,Male,0,Yes,Yes,49,Month-to-month,DSL,Yes,Bank transfer,Yes,55.29,2682.55,No
CUST01036,Female,1,No,No,13,Month-to-month,Fiber optic,Yes,Credit card,Yes,85.55,1066.44,Yes
CUST01037,Female,0,Yes,No,45,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,89.42,3966.28,Yes
CUST01038,Male,0,Yes,No,4,Month-to-month,DSL,Yes,Credit card,Yes,60.9,360.97,No
CUST01039,Male,0,Yes,Yes,65,Month-to-month,Fiber optic,Yes,Mailed check,Yes,80.76,5185.68,No
CUST01040,Male,0,No,No,21,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,86.75,1704.85,Yes
CUST01041,Male,0,No,Yes,69,Month-to-month,Fiber optic,Yes,Electronic check,No,87.81,6242.21,No
CUST01042,Female,0,No,No,1,One year,DSL,Yes,Bank transfer,No,63.53,61.86,No
CUST01043,Male,0,No,No,28,Month-to-month,Fiber optic,No,Bank transfer,No,60.49,1721.52,No
CUST01044,Male,0,Yes,Yes,60,Month-to-month,DSL,Yes,Mailed check,No,58.36,3439.06,No
CUST01045,Female,0,Yes,No,70,One year,Fiber optic,Yes,Mailed check,No,83.59,5864.35,No
CUST01046,Male,0,No,No,15,Month-to-month,DSL,Yes,Electronic check,Yes,55.31,754.84,Yes
CUST01047,Male,1,No,Yes,63,Two year,Fiber optic,Yes,Mailed check,No,48.63,2981.28,No
CUST01048,Male,0,No,No,13,Two year,Fiber optic,Yes,Electronic check,Yes,80.5,988.35,No
CUST01049,Male,0,No,No,42,One year,No,Yes,Credit card,Yes,18.0,677.05,No
CUST01050,Male,0,Yes,Yes,42,Month-to-month,No,Yes,Mailed check,No,30.54,1375.58,No
CUST01051,Female,0,Yes,No,69,One year,Fiber optic,Yes,Electronic check,No,61.64,4248.9,No
CUST01052,Male,1,No,Yes,54,One year,No,Yes,Mailed check,Yes,20.87,1219.29,No
CUST01053,Male,0,Yes,No,30,Two year,Fiber optic,Yes,Credit card,Yes,82.07,2506.94,No
CUST01054,Male,0,Yes,No,39,Month-to-month,Fiber optic,Yes,Electronic check,Yes,68.91,2909.11,Yes
CUST01055,Male,0,No,No,26,One year,No,Yes,Electronic check,Yes,38.69,966.24,No
CUST01056,Male,1,Yes,Yes,51,One year,Fiber optic,No,Mailed check,No,79.08,3982.47,No
CUST01057,Female,0,No,Yes,6,Month-to-month,Fiber optic,Yes,Bank transfer,No,67.74,453.65,No
CUST01058,Male,0,Yes,No,45,One year,DSL,Yes,Bank transfer,Yes,66.92,3057.68,Yes
CUST01059,Female,0,No,No,32,Month-to-month,Fiber optic,Yes,Mailed check,Yes,78.42,2481.3,No
CUST01060,Female,0,No,No,7,One year,DSL,Yes,Credit card,No,46.26,371.39,No
CUST01061,Male,0,No,Yes,4,One year,DSL,Yes,Electronic check,Yes,63.34,157.77,Yes
CUST01062,Male,1,Yes,No,60,Month-to-month,No,Yes,Credit card,Yes,22.35,1374.92,Yes
CUST01063,Male,0,Yes,No,71,Two year,DSL,Yes,Electronic check,No,97.09,6834.0,No
CUST01064,Male,0,Yes,No,59,Two year,DSL,Yes,Electronic check,Yes,76.1,4462.75,No
CUST01065,Female,0,Yes,No,23,Month-to-month,No,Yes,Electronic check,No,30.22,612.13,No
CUST01066,Male,0,No,No,6,Month-to-month,DSL,Yes,Credit card,Yes,72.74,383.12,No
CUST01067,Male,0,Yes,Yes,60,One year,DSL,Yes,Mailed check,Yes,51.47,3018.03,No
CUST01068,Male,1,Yes,No,35,Month-to-month,Fiber optic,No,Mailed check,No,87.5,3103.5,No
CUST01069,Male,0,Yes,Yes,26,Month-to-month,DSL,No,Mailed check,Yes,84.27,2330.6,No
CUST01070,Male,0,No,No,28,Two year,No,Yes,Bank transfer,No,18.0,380.57,Yes
CUST01071,Male,0,Yes,No,19,Two year,DSL,Yes,Mailed check,Yes,78.58,1551.73,Yes
CUST01072,Female,0,No,No,69,Month-to-month,No,Yes,Credit card,No,27.48,1971.17,No
CUST01073,Female,0,No,No,2,Month-to-month,DSL,No,Electronic check,No,60.2,100.56,No
CUST01074,Male,0,No,No,38,One year,DSL,Yes,Mailed check,Yes,46.74,1680.89,No
CUST01075,Male,0,No,No,44,One year,DSL,Yes,Mailed check,Yes,85.39,3681.86,No
CUST01076,Male,0,Yes,Yes,67,Two year,DSL,Yes,Bank transfer,Yes,51.92,3529.44,No
CUST01077,Female,0,No,No,30,Month-to-month,Fiber optic,Yes,Credit card,Yes,67.73,1980.84,Yes
CUST01078,Male,0,No,No,37,Month-to-month,Fiber optic,Yes,Electronic check,No,83.4,3071.67,No
CUST01079,Female,0,No,No,5,Month-to-month,No,Yes,Credit card,No,25.57,0.0,No
CUST01080,Male,1,No,Yes,7,One year,DSL,Yes,Credit card,No,49.99,387.08,No
CUST01081,Male,0,Yes,Yes,27,Month-to-month,Fiber optic,Yes,Credit card,No,77.73,2179.75,No
CUST01082,Male,0,Yes,No,14,Two year,DSL,Yes,Electronic check,Yes,56.97,721.97,Yes
CUST01083,Male,0,No,No,7,Month-to-month,Fiber optic,Yes,Credit card,Yes,93.45,607.43,No
CUST01084,Female,0,No,Yes,53,Two year,Fiber optic,No,Credit card,No,105.24,5460.01,No
CUST01085,Female,0,Yes,Yes,5,Month-to-month,Fiber optic,Yes,Bank transfer,No,47.8,212.61,Yes
CUST01086,Male,0,Yes,Yes,28,One year,DSL,Yes,Electronic check,Yes,94.89,2664.1,No
CUST01087,Male,0,Yes,No,33,Two year,Fiber optic,Yes,Mailed check,Yes,57.2,1901.04,No
CUST01088,Female,0,No,No,6,Two year,Fiber optic,Yes,Credit card,No,53.45,409.33,Yes
CUST01089,Female,0,No,No,39,Two year,Fiber optic,No,Mailed check,Yes,81.42,3269.37,No
CUST01090,Female,0,No,Yes,12,Month-to-month,DSL,Yes,Mailed check,Yes,69.11,868.72,Yes
CUST01091,Female,1,Yes,No,61,Month-to-month,Fiber optic,Yes,Electronic check,Yes,63.82,3767.07,No
CUST01092,Male,0,Yes,Yes,64,Month-to-month,No,Yes,Electronic check,Yes,26.84,1756.14,No
CUST01093,Female,0,Yes,No,40,Month-to-month,DSL,Yes,Mailed check,Yes,41.69,1559.4,No
CUST01094,Male,0,Yes,No,41,Month-to-month,Fiber optic,Yes,Bank transfer,No,96.61,3952.56,Yes
CUST01095,Female,0,No,No,65,One year,Fiber optic,Yes,Electronic check,Yes,84.81,5535.75,No
CUST01096,Female,0,Yes,No,10,Two year,Fiber optic,Yes,Credit card,Yes,84.45,812.68,No
CUST01097,Female,0,No,No,49,Month-to-month,No,Yes,Mailed check,Yes,18.0,1005.13,No
CUST01098,Female,1,No,No,70,Two year,No,No,Credit card,No,27.81,1923.89,No
CUST01099,Female,1,No,No,34,Month-to-month,DSL,Yes,Bank transfer,Yes,76.88,2625.25,No
CUST01100,Male,0,Yes,Yes,19,Two year,No,Yes,Electronic check,Yes,20.33,496.21,No
CUST01101,Male,0,Yes,No,27,Month-to-month,Fiber optic,Yes,Credit card,Yes,68.57,1785.44,No
CUST01102,Female,1,Yes,Yes,36,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,91.9,3286.57,Yes
CUST01103,Female,0,No,No,2,Month-to-month,Fiber optic,No,Electronic check,No,98.18,287.07,No
CUST01104,Male,1,No,Yes,58,Two year,No,Yes,Bank transfer,Yes,25.23,1503.73,No
CUST01105,Female,0,Yes,Yes,72,Two year,Fiber optic,Yes,Mailed check,No,77.28,5568.59,No
CUST01106,Female,0,Yes,No,26,Month-to-month,No,Yes,Credit card,Yes,23.11,476.32,No
CUST01107,Male,0,No,No,31,Month-to-month,Fiber optic,Yes,Electronic check,Yes,82.77,2544.64,No
CUST01108,Female,0,No,No,47,One year,Fiber optic,Yes,Bank transfer,Yes,72.32,3302.47,No
CUST01109,Female,0,No,Yes,45,Month-to-month,Fiber optic,Yes,Electronic check,Yes,35.47,1662.4,No
CUST01110,Male,0,Yes,Yes,46,One year,Fiber optic,Yes,Electronic check,Yes,70.24,3234.32,No
CUST01111,Male,0,Yes,No,39,Month-to-month,Fiber optic,Yes,Electronic check,Yes,83.88,3131.11,Yes
CUST01112,Male,0,Yes,No,2,Two year,Fiber optic,No,Electronic check,No,86.52,27.05,No
CUST01113,Female,0,Yes,No,28,Month-to-month,Fiber optic,Yes,Mailed check,Yes,103.03,2828.18,No
CUST01114,Male,0,No,No,57,Month-to-month,No,Yes,Mailed check,Yes,18.0,917.06,No
CUST01115,Male,0,Yes,No,49,Month-to-month,DSL,No,Bank transfer,Yes,50.2,2413.61,No
CUST01116,Male,0,Yes,No,9,Two year,DSL,No,Mailed check,Yes,54.43,531.65,No
CUST01117,Male,0,No,No,60,Month-to-month,Fiber optic,Yes,Electronic check,No,81.59,4820.89,Yes
CUST01118,Male,1,Yes,No,60,One year,Fiber optic,Yes,Mailed check,No,73.53,4470.06,No
CUST01119,Male,1,No,Yes,22,Month-to-month,DSL,Yes,Electronic check,No,52.05,1102.72,No
CUST01120,Female,0,Yes,Yes,5,Month-to-month,Fiber optic,Yes,Credit card,Yes,120.01,625.41,No
CUST01121,Female,0,No,No,59,Two year,No,Yes,Electronic check,Yes,28.52,1554.88,No
CUST01122,Male,0,Yes,Yes,26,Month-to-month,Fiber optic,Yes,Electronic check,No,52.17,1432.51,Yes
CUST01123,Male,1,No,Yes,54,Two year,No,No,Mailed check,No,23.63,1380.77,No
CUST01124,Male,0,Yes,No,30,Two year,No,Yes,Credit card,Yes,20.02,573.76,No
CUST01125,Female,0,Yes,No,29,One year,DSL,Yes,Electronic check,Yes,65.13,1842.68,No
CUST01126,Female,0,No,No,66,Month-to-month,No,Yes,Mailed check,Yes,24.37,1612.19,No
CUST01127,Female,0,Yes,No,12,Two year,Fiber optic,Yes,Credit card,No,87.91,1034.73,No
CUST01128,Female,0,Yes,No,58,Two year,No,Yes,Bank transfer,Yes,30.79,1746.52,No
CUST01129,Female,0,No,No,53,Two year,DSL,Yes,Bank transfer,No,67.36,3757.88,No
CUST01130,Female,1,No,Yes,20,Two year,DSL,Yes,Credit card,Yes,43.99,959.6,No
CUST01131,Female,1,Yes,No,42,Month-to-month,DSL,Yes,Mailed check,No,60.82,2584.9,No
CUST01132,Female,0,Yes,No,10,One year,DSL,Yes,Electronic check,No,53.9,559.6,No
CUST01133,Female,0,Yes,No,66,Month-to-month,DSL,Yes,Electronic check,No,47.67,3014.02,Yes
CUST01134,Male,0,Yes,No,37,Month-to-month,DSL,Yes,Bank transfer,No,78.72,2882.43,No
CUST01135,Male,0,No,No,23,One year,Fiber optic,Yes,Electronic check,Yes,84.44,1900.58,Yes
CUST01136,Male,0,No,No,50,Two year,Fiber optic,No,Mailed check,No,68.4,3507.4,Yes
CUST01137,Male,0,Yes,No,60,One year,DSL,Yes,Mailed check,Yes,89.55,5292.51,No
CUST01138,Female,0,No,No,45,Two year,Fiber optic,Yes,Bank transfer,Yes,100.12,4541.32,No
CUST01139,Female,0,No,No,42,Month-to-month,DSL,Yes,Electronic check,Yes,64.64,2650.29,No
CUST01140,Male,0,No,No,26,Month-to-month,DSL,Yes,Bank transfer,No,67.9,1787.64,No
CUST01141,Female,0,Yes,No,29,Month-to-month,Fiber optic,Yes,Credit card,No,105.64,3013.27,No
CUST01142,Male,0,Yes,No,62,Month-to-month,DSL,Yes,Electronic check,Yes,72.69,4523.84,No
